"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer002Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler.sc","","","mandy_002_atk_projectile","mandy_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","mandy_002_atk_hit","mandy_002_atk_hit","mandy_002_atk_hit","","0","75","0","","","","","","","","","mandy_002_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer002UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler.sc","","","mandy_002_ulti_projectile","mandy_002_ulti_projectile_red","shadow_normal_circle_huge","","","","","","","mandy_002_ulti_hit","mandy_002_ulti_hit","mandy_002_ulti_hit","","0","100","","","","","","","","","","mandy_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer003Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler.sc","","","mandy_003_atk_projectile","mandy_003_atk_projectile_red","shadow_normal_circle_big","","","","","","","mandy_003_atk_hitEnv","mandy_003_atk_hit","mandy_003_atk_reached","","0","100","2","","","","","","","","","mandy_003_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer003UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler.sc","","","mandy_003_ulti_projectile","mandy_003_ulti_projectile_red","shadow_normal_circle_huge","","","","","","","mandy_003_ulti_hit","mandy_003_ulti_hit","mandy_003_ulti_hit","","0","175","","","","","","","","","","mandy_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer004Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler.sc","","","mandy_004_atk_projectile","mandy_004_atk_projectile_red","shadow_normal_circle_big","","","","","","","mandy_004_atk_hitEnv","mandy_004_atk_hit","mandy_004_atk_reached","","0","92","2","","","","","","","","","mandy_004_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer004UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler.sc","","","mandy_004_ulti_projectile","mandy_004_ulti_projectile_red","shadow_normal_circle_huge","","","","","","","mandy_004_ulti_hit","mandy_004_ulti_hit","mandy_004_ulti_hit","","0","180","","","","","","","","","","mandy_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer005Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler.sc","","","mandy_005_atk_projectile","mandy_005_atk_projectile_red","shadow_normal_circle_big","","","","","","","mandy_005_atk_hitEnv","mandy_005_atk_hit","mandy_005_atk_reached","","0","92","2","","","","","","","","","mandy_005_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer005UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler.sc","","","mandy_005_ulti_projectile","mandy_005_ulti_projectile_red","shadow_normal_circle_huge","","","","","","","mandy_005_ulti_hit","mandy_005_ulti_hit","mandy_005_ulti_hit","","0","180","","","","","","","","","","mandy_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer006Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler_mandy.sc","","","mandy_006_atk_projectile","mandy_006_atk_projectile_red","shadow_normal_circle_big","","","","","","","mandy_006_atk_hitEnv","mandy_006_atk_hit","mandy_006_atk_reached","","0","92","2","","","","","","","","","mandy_006_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer006UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler_mandy.sc","","","mandy_006_ulti_projectile","mandy_006_ulti_projectile_red","shadow_normal_circle_huge","","","","","","","mandy_006_ulti_hit","mandy_006_ulti_hit","mandy_006_ulti_hit","","0","180","","","","","","","","","","mandy_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer007Projectile","BeamerProjectile","BeamerProjectile","","sc/effects_brawler_mandy.sc","","","mandy_007_atk_projectile","mandy_007_atk_projectile_red","","mandy_007_shadow_normal_circle_big","mandy_007_shadow_normal_circle_big_red","","","","","mandy_007_atk_hitEnv","mandy_007_atk_hit","mandy_007_atk_reached","","0","92","2","","","","","","","","","mandy_007_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamer007UltiProjectile","BeamerUltiProjectile","BeamerUltiProjectile","","sc/effects_brawler_mandy.sc","","","mandy_007_ulti_projectile","mandy_007_ulti_projectile_red","","mandy_007_shadow_normal_circle_huge","mandy_007_shadow_normal_circle_huge","","","","","mandy_007_ulti_hit","mandy_007_ulti_hit","mandy_007_ulti_hit","","0","180","","","","","","","","","","mandy_007_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterProjectile","SplitterProjectile","","","sc/effects_brawler.sc","","","rt_def_projectile","rt_def_projectile_red","","projectile_light","projectile_light_red","","","","","rt_def_atk_reached","rt_def_atk_hit","rt_def_atk_reached","","0","100","2","","SplitterTag","","","","","","","rt_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterCirclingProjectile","SplitterCirclingProjectile","","","sc/effects_brawler_rt.sc","","","rt_def_oc_sub_projectile","rt_def_oc_sub_projectile_red","","rt_def_oc_sub_projectile_glow","rt_def_oc_sub_projectile_glow_red","","","","","","rt_def_atk_hit","","","0","100","2","","SplitterTag","","","","","","","rt_def_oc_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splitter002Projectile","SplitterProjectile","SplitterProjectile","","sc/effects_brawler.sc","","","rt_002_atk_projectile","rt_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","rt_002_atk_hit_env","rt_002_atk_hit","rt_002_atk_reached","","0","100","2","","Splitter002Tag","","","","","","","rt_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splitter004Projectile","SplitterProjectile","SplitterProjectile","","sc/effects_brawler.sc","","","rt_004_atk_projectile","rt_004_atk_projectile_red","","","","","","","","rt_004_atk_hitEnv","rt_004_atk_hit","rt_004_atk_reached","","0","90","2","","Splitter004Tag","","","","","","","rt_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Splitter005Projectile","SplitterProjectile","SplitterProjectile","","sc/effects_brawler_rt.sc","","","rt_005_atk_projectile","rt_005_atk_projectile_red","shadow_normal_circle_big","","","","","","","rt_005_atk_hitEnv","rt_005_atk_hit","rt_005_atk_reached","","0","100","2","","Splitter005Tag","","","","","","","rt_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerProjectile","PuppeteerProjectile","","","sc/effects_brawler.sc","sc3d/willow_def_atk_projectile.scw","sc3d/willow_def_atk_projectile_red.scw","willow_def_atk_projectile_glow","willow_def_atk_projectile_glow_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","70","1","","","","PuppeteerPoison","","","","","willow_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerUltiProjectile","PuppeteerUltiProjectile","","","sc/effects_brawler.sc","sc3d/willow_def_ulti_projectile.scw","sc3d/willow_def_ulti_projectile_red.scw","willow_def_atk_projectile_glow","willow_def_atk_projectile_glow_red","shadow_normal_circle_big","","","","","","","willow_def_ulti_reached","willow_def_ulti_reached","willow_def_ulti_reached","","0","100","","","","","","","","","","willow_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedPuppeteerUltiProjectile","OverchargedPuppeteerUltiProjectile","","","sc/effects_brawler.sc","sc3d/willow_def_oc_ulti_projectile_geo.glb","sc3d/willow_def_oc_ulti_projectile_red_geo.glb","","","shadow_normal_circle_big","","","","","","","willow_hc_ulti_reached","willow_hc_ulti_reached","willow_hc_ulti_reached","","0","85","","","","","","","","","","willow_hc_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer002Projectile","PuppeteerProjectile","PuppeteerProjectile","","sc/effects_brawler.sc","sc3d/willow_002_atk_projectile.scw","sc3d/willow_002_atk_projectile_red.scw","willow_002_atk_projectile_glow","willow_002_atk_projectile_glow_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","55","1","","","","Puppeteer002Poison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer002UltiProjectile","PuppeteerUltiProjectile","PuppeteerUltiProjectile","","sc/effects_brawler.sc","sc3d/willow_002_ulti_projectile.scw","sc3d/willow_002_ulti_projectile_red.scw","willow_002_ulti_projectile_glow","willow_002_ulti_projectile_glow_red","shadow_normal_circle_big","","","","","","","willow_002_ulti_reached","willow_002_ulti_reached","willow_002_ulti_reached","","0","80","","","","","","","","","","willow_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer003Projectile","PuppeteerProjectile","PuppeteerProjectile","","sc/effects_brawler.sc","sc3d/willow_003_atk_projectile.glb","sc3d/willow_003_atk_projectile_red.glb","willow_def_atk_projectile_glow","willow_003_projectile_glow_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","Puppeteer003Poison","","","","","willow_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer003UltiProjectile","PuppeteerUltiProjectile","PuppeteerUltiProjectile","","sc/effects_brawler.sc","sc3d/willow_003_ulti_projectile.glb","sc3d/willow_003_ulti_projectile_red.glb","willow_def_atk_projectile_glow","willow_003_projectile_glow_red","shadow_normal_circle_big","","","","","","","willow_003_ulti_reached","willow_003_ulti_reached","willow_003_ulti_reached","","0","100","","","","","","","","","","willow_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer004Projectile","PuppeteerProjectile","PuppeteerProjectile","","sc/effects_brawler.sc","sc3d/willow_004_atk_projectile.glb","sc3d/willow_004_atk_projectile_red.glb","willow_def_atk_projectile_glow","willow_003_projectile_glow_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","Puppeteer004Poison","","","","","willow_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puppeteer004UltiProjectile","PuppeteerUltiProjectile","PuppeteerUltiProjectile","","sc/effects_brawler.sc","sc3d/willow_004_ulti_projectile.glb","sc3d/willow_004_ulti_projectile_red.glb","willow_def_atk_projectile_glow","willow_003_projectile_glow_red","shadow_normal_circle_big","","","","","","","willow_004_ulti_reached","willow_004_ulti_reached","willow_004_ulti_reached","","0","100","","","","","","","","","","willow_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorMan002Projectile","DoorManProjectile","DoorManProjectile","","sc/effects_brawler_gray.sc","","","gray_002_atk_projectile","gray_002_atk_projectile_red","","projectile_fire_blue","projectile_fire_red","","","","","gray_002_atk_reached","gray_002_atk_hit","gray_002_atk_reached","","0","100","","","","","","","","","","gray_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorMan003Projectile","DoorManProjectile","DoorManProjectile","","sc/effects_brawler_gray.sc","","","gray_003_atk_projectile","gray_003_atk_projectile_red","","projectile_fire_green","projectile_fire_red","","","","","gray_003_atk_reached","gray_003_atk_hit","gray_003_atk_reached","","0","100","","","","","","","","","","gray_003_atk_trail","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorMan004Projectile","DoorManProjectile","DoorManProjectile","","sc/effects_brawler_gray.sc","","","gray_004_atk_projectile","gray_004_atk_projectile_red","shadow_normal_circle","","","","","","","gray_004_atk_hit","gray_004_atk_hit","gray_004_atk_reached","","0","100","","","","","","","","","","gray_004_atk_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieProjectile","MaisieProjectile","","","sc/effects_brawler.sc","","","maisie_def_atk_projectile","maisie_def_atk_projectile_red","shadow_normal_circle","","","","","","","maisie_def_atk_hitEnv","maisie_def_atk_hit","maisie_def_atk_reached","","0","100","","","","","","","","","","maisie_def_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maisie002Projectile","MaisieProjectile","MaisieProjectile","","sc/effects_brawler.sc","","","maisie_002_atk_projectile","maisie_002_atk_projectile_red","shadow_normal_circle","","","","","","","maisie_002_atk_hitEnv","maisie_002_atk_hit","maisie_002_atk_reached","","0","100","2","","","","","","","","","maisie_002_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maisie003Projectile","MaisieProjectile","MaisieProjectile","","sc/effects_brawler.sc","","","maisie_003_atk_projectile","maisie_003_atk_projectile_red","shadow_normal_circle","","","","","","","maisie_003_atk_hitEnv","maisie_003_atk_hit","maisie_003_atk_reached","","0","90","","","","","","","","","","maisie_003_atk_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maisie004Projectile","MaisieProjectile","MaisieProjectile","","sc/effects_brawler.sc","sc3d/maisie_004_atk_prj.glb","sc3d/maisie_004_atk_prj_red.glb","maisie_004_atk_projectile_sparkle","maisie_004_atk_projectile_sparkle_red","","","","","","","","maisie_004_atk_hit","maisie_004_atk_hit","maisie_004_atk_reached","","0","90","","","","","","","","","","maisie_004_atk_trail","","","","","","UseVerticalMirroring","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiProjectile","FishTankUltiProjectile","","","sc/effects_brawler.sc","sc3d/tenant_def_ulti.scw","sc3d/tenant_def_ulti_red.scw","tenant_def_ulti_glow","tenant_def_ulti_glow_red","shadow_normal_circle_big","","","","","","","tenant_def_ulti_hitEnv","tenant_def_ulti_hit","tenant_def_ulti_reached","","0","100","","","","","","","","","","tenant_def_ulti_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiProjectileSmall","FishTankUltiProjectileSmall","","","sc/effects_brawler.sc","sc3d/tenant_def_ulti.scw","sc3d/tenant_def_ulti_red.scw","tenant_def_ulti_glow","tenant_def_ulti_glow_red","shadow_normal_circle_big","","","","","","","tenant_def_ulti_hitEnv","tenant_def_ulti_hit","tenant_def_ulti_reached","","0","60","","","","","","","","","","tenant_def_ulti_trail","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hank002UltiProjectile","FishTankUltiProjectile","FishTankUltiProjectile","","sc/effects_brawler.sc","","","hank_002_ulti_projectile","hank_002_ulti_projectile_red","shadow_normal_circle_big","","","","","","","hank_002_ulti_hitEnv","hank_002_ulti_hit","hank_002_ulti_reached","","0","100","","","","","","","","","","hank_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hank003UltiProjectile","FishTankUltiProjectile","FishTankUltiProjectile","","sc/effects_brawler.sc","","","hank_003_ulti_projectile","hank_003_ulti_projectile_red","","","","","","","","hank_003_ulti_hitEnv","hank_003_ulti_hit","hank_003_ulti_reached","","0","100","","","","","","","","","","hank_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hank004UltiProjectile","FishTankUltiProjectile","FishTankUltiProjectile","","sc/effects_brawler_hank.sc","","","hank_004_ulti_projectile","hank_004_ulti_projectile_red","","","","","","","","hank_004_ulti_hitEnv","hank_004_ulti_hit","hank_004_ulti_reached","","0","100","","","","","","","","","","hank_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistProjectile","DuelistProjectile","","","sc/effects_brawler.sc","","","cordelius_def_prj_basic","cordelius_def_prj_basic_red","shadow_normal_circle","","","","","","","cordelius_def_atk_reached","cordelius_def_atk_hit","cordelius_def_atk_reached","","0","80","","","","","","","","","","cordelius_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistUltiProjectile","DuelistUltiProjectile","","","sc/effects_brawler.sc","","","cordelius_def_prj_super","cordelius_def_prj_super_red","shadow_normal_circle","","","","","","","cordelius_def_ulti_reached","cordelius_def_ulti_hit","cordelius_def_ulti_reached","","0","100","","","","","","","","","","cordelius_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistOverchargedUltiProjectile","DuelistOverchargedUltiProjectile","","","sc/effects_brawler.sc","","","cordelius_def_oc_projectile","cordelius_def_oc_projectile_red","shadow_normal_circle","","","","","","","cordelius_def_oc_reached","cordelius_def_ulti_hit","cordelius_def_oc_reached","","0","100","","","","","","","","","","cordelius_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistSilenceProjectile","DuelistSilenceProjectile","","","sc/effects_brawler.sc","","","cordelius_def_prj_gadget","cordelius_def_prj_gadget_red","shadow_normal_circle","","","","","","","cordelius_def_gadget_reached","cordelius_def_ulti_hit","cordelius_def_gadget_reached","","0","100","2","","","","","","","","","cordelius_def_gadget_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius002Projectile","DuelistProjectile","DuelistProjectile","","sc/effects_brawler.sc","","","cordelius_002_atk_projectile","cordelius_002_atk_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_002_atk_hitEnv","cordelius_002_atk_hit","cordelius_002_atk_reached","","0","100","2","","","","","","","","","cordelius_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius002UltiProjectile","DuelistUltiProjectile","DuelistUltiProjectile","","sc/effects_brawler.sc","","","cordelius_002_ulti_projectile","cordelius_002_ulti_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_002_ulti_reached","cordelius_002_ulti_hit","cordelius_002_ulti_reached","","0","100","","","","","","","","","","cordelius_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius003Projectile","DuelistProjectile","DuelistProjectile","","sc/effects_brawler.sc","","","cordelius_003_atk_projectile","cordelius_003_atk_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_003_atk_hitEnv","cordelius_003_atk_hit","cordelius_003_atk_reached","","0","100","2","","","","","","","","","cordelius_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius003UltiProjectile","DuelistUltiProjectile","DuelistUltiProjectile","","sc/effects_brawler.sc","","","cordelius_003_ulti_projectile","cordelius_003_ulti_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_003_ulti_reached","cordelius_003_ulti_hit","cordelius_003_ulti_reached","","0","100","","","","","","","","","","cordelius_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius004Projectile","DuelistProjectile","DuelistProjectile","","sc/effects_brawler.sc","","","cordelius_004_atk_projectile","cordelius_004_atk_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_004_atk_hit","cordelius_004_atk_hit","cordelius_004_atk_reached","","0","100","2","","","","","","","","","cordelius_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius004UltiProjectile","DuelistUltiProjectile","DuelistUltiProjectile","","sc/effects_brawler.sc","","","cordelius_004_ulti_projectile","cordelius_004_ulti_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_004_ulti_reached","cordelius_004_ulti_hit","cordelius_004_ulti_reached","","0","90","","","","","","","","","","cordelius_004_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius005Projectile","DuelistProjectile","DuelistProjectile","","sc/effects_brawler.sc","","","cordelius_005_atk_projectile","cordelius_005_atk_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_005_atk_hit","cordelius_005_atk_hit","cordelius_005_atk_reached","","0","100","2","","","","","","","","","cordelius_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cordelius005UltiProjectile","DuelistUltiProjectile","DuelistUltiProjectile","","sc/effects_brawler.sc","","","cordelius_005_ulti_projectile","cordelius_005_ulti_projectile_red","shadow_normal_circle_big","","","","","","","cordelius_005_ulti_reached","cordelius_005_ulti_hit","cordelius_005_ulti_reached","","0","90","2","","","","","","","","","cordelius_005_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverUltiProjectile","ReviverUltiProjectile","","","sc/effects_brawler.sc","","","doug_def_ulti_projectile","doug_def_ulti_projectile_red","shadow_normal_circle","","","","","","","doug_def_ulti_hitEnv","doug_def_ulti_hit","doug_def_ulti_reached","","0","100","2","","","","","","","","","doug_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reviver002UltiProjectile","ReviverUltiProjectile","ReviverUltiProjectile","","sc/effects_brawler.sc","","","doug_002_ulti_projectile","doug_002_ulti_projectile_red","shadow_normal_circle","","","","","","","doug_002_ulti_reached","doug_002_ulti_hit","doug_002_ulti_reached","","0","100","2","","","","","","","","","doug_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reviver003UltiProjectile","ReviverUltiProjectile","ReviverUltiProjectile","","sc/effects_brawler_doug.sc","","","doug_003_ulti_projectile","doug_003_ulti_projectile_red","shadow_normal_circle","","","","","","","doug_003_ulti_hitEnv","doug_003_ulti_hit","doug_003_ulti_reached","","0","100","2","","","","","","","","","doug_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverOverchargedUltiProjectile","ReviverOverchargedUltiProjectile","","","sc/effects_brawler_doug.sc","","","doug_def_oc_ulti_projectile","doug_def_oc_ulti_projectile_red","shadow_normal_circle","","","","","","","doug_def_ulti_hitEnv","doug_def_ulti_hit","doug_def_ulti_reached","","0","100","2","","","","","","","","","doug_def_oc_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlOverchargedUltiProjectile","ShotgunGirlOverchargedUltiProjectile","ShotgunGirlUltiProjectile","","sc/effects_brawler.sc","","","shelly_def_oc_projectile","shelly_def_oc_projectile_red","shadow_normal_circle","","","","","","","shelly_def_oc_hitEnv","shelly_def_oc_hit","shelly_def_oc_reached","","0","100","","","","","","","","","","shelly_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerOverchargedUltiProjectile","GunslingerOverchargedUltiProjectile","GunslingerUltiProjectile","","sc/effects_brawler.sc","","","bullet_pistol_def_ulti_oc","bullet_pistol_def_ulti_oc_red","shadow_normal_circle","","","","","","","colt_def_oc_hitEnv","colt_def_oc_hit","colt_def_oc_reached","","0","125","","","","","","","","","","colt_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ColtRankedOverchargedProjectile","GunslingerProjectile","GunslingerProjectile","","sc/effects_brawler_colt.sc","","","colt_011_atk_projectile_HC","colt_011_atk_projectile_red_HC","shadow_normal_circle","","","","","","","colt_011_atk_hit_hc","colt_011_atk_hit_hc","colt_def_oc_reached","","","100","","","","","","","","","","colt_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
